,index,Medium_uniqueID,Value_g_l,Component,PubChem,Formula
0,0.0,MRL0000000,20.0,Glucose,5793.0,C6H12O6
13,13.0,MRL0000000,2.0033420000000003e-06,Biotin,171548.0,C10H16N2O3S
14,14.0,MRL0000000,0.0007419139999999999,pantothenate,443753.0,C18H32CaN2O10
15,15.0,MRL0000000,2.03044e-06,Folic acid,6037.0,C19H19N7O6
16,16.0,MRL0000000,0.00198176,Inositol,892.0,C6H12O6
17,17.0,MRL0000000,0.000393952,Niacin,938.0,C6H5NO2
18,18.0,MRL0000000,0.00020570999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
19,19.0,MRL0000000,0.00033357239999999994,Pyridoxine,6019.0,C8H12ClNO3
20,20.0,MRL0000000,0.00018819999999999997,Riboflavin,493570.0,C17H20N4O6
21,21.0,MRL0000000,0.00031968,Thiamine,6202.0,C12H18Cl2N4OS
22,22.0,MRL0000000,20.0,Agar,71571511.0,C14H24O9
23,23.0,MRL0000000,0.035638,Canavanine,11957500.0,C5H14N4O7S
24,24.0,MRL0000001,0.1,Glucose,5793.0,C6H12O6
37,37.0,MRL0000001,2.0033420000000003e-06,Biotin,171548.0,C10H16N2O3S
38,38.0,MRL0000001,0.0007419139999999999,pantothenate,443753.0,C18H32CaN2O10
39,39.0,MRL0000001,2.03044e-06,Folic acid,6037.0,C19H19N7O6
40,40.0,MRL0000001,0.00198176,Inositol,892.0,C6H12O6
41,41.0,MRL0000001,0.000393952,Niacin,938.0,C6H5NO2
42,42.0,MRL0000001,0.00020570999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
43,43.0,MRL0000001,0.00033357239999999994,Pyridoxine,6019.0,C8H12ClNO3
44,44.0,MRL0000001,0.00018819999999999997,Riboflavin,493570.0,C17H20N4O6
45,45.0,MRL0000001,0.00031968,Thiamine,6202.0,C12H18Cl2N4OS
46,46.0,MRL0000001,20.0,Agar,71571511.0,C14H24O9
47,47.0,MRL0000002,20.0,Glucose,5793.0,C6H12O6
60,60.0,MRL0000002,2.0033420000000003e-06,Biotin,171548.0,C10H16N2O3S
61,61.0,MRL0000002,0.0007419139999999999,pantothenate,443753.0,C18H32CaN2O10
62,62.0,MRL0000002,2.03044e-06,Folic acid,6037.0,C19H19N7O6
63,63.0,MRL0000002,0.00198176,Inositol,892.0,C6H12O6
64,64.0,MRL0000002,0.000393952,Niacin,938.0,C6H5NO2
65,65.0,MRL0000002,0.00020570999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
66,66.0,MRL0000002,0.00033357239999999994,Pyridoxine,6019.0,C8H12ClNO3
67,67.0,MRL0000002,0.00018819999999999997,Riboflavin,493570.0,C17H20N4O6
68,68.0,MRL0000002,0.00031968,Thiamine,6202.0,C12H18Cl2N4OS
69,69.0,MRL0000002,20.0,Agar,71571511.0,C14H24O9
71,71.0,MRL0000003,20.0,Glucose,5793.0,C6H12O6
84,84.0,MRL0000003,2.0033420000000003e-06,Biotin,171548.0,C10H16N2O3S
85,85.0,MRL0000003,0.0007419139999999999,pantothenate,443753.0,C18H32CaN2O10
86,86.0,MRL0000003,2.03044e-06,Folic acid,6037.0,C19H19N7O6
87,87.0,MRL0000003,0.00198176,Inositol,892.0,C6H12O6
88,88.0,MRL0000003,0.000393952,Niacin,938.0,C6H5NO2
89,89.0,MRL0000003,0.00020570999999999998,p-Aminobenzoic acid,978.0,C7H7NO2
90,90.0,MRL0000003,0.00033357239999999994,Pyridoxine,6019.0,C8H12ClNO3
91,91.0,MRL0000003,0.00018819999999999997,Riboflavin,493570.0,C17H20N4O6
92,92.0,MRL0000003,0.00031968,Thiamine,6202.0,C12H18Cl2N4OS
93,93.0,MRL0000003,20.0,Agar,71571511.0,C14H24O9
94,94.0,MRL0000003,0.012660500000000002,Tris malate,86746583.0,C8H15NO8-2
95,95.0,MRL0000003,0.0024213999999999998,Beta glycerol,92043261.0,C3H7Na2O6P
96,96.0,MRL0000004,20.0,Glucose,5793.0,C6H12O6
97,99.0,MRL0000005,2.0,Glucose,5793.0,C6H12O6
98,102.0,MRL0000006,9.2,Glucose,5793.0,C6H12O6
106,110.0,MRL0000006,0.02,Inositol,892.0,C6H12O6
107,111.0,MRL0000006,0.0044,Thiamine,1130.0,C12H17N4OS+
108,112.0,MRL0000006,0.0012,Pyridoxine,1054.0,C8H11NO3
109,113.0,MRL0000006,0.00045794333683105983,pantothenate,443753.0,C18H32CaN2O10
110,114.0,MRL0000006,3e-05,Biotin,171548.0,C10H16N2O3S
111,115.0,MRL0000007,5.0,Glucose,5793.0,C6H12O6
112,118.0,MRL0000007,0.02,Histidine,6274.0,C6H9N3O2
113,119.0,MRL0000008,10.0,Glucose,5793.0,C6H12O6
114,122.0,MRL0000008,0.02,Histidine,6274.0,C6H9N3O2
115,123.0,MRL0000009,25.0,Glucose,5793.0,C6H12O6
116,126.0,MRL0000009,0.02,Histidine,6274.0,C6H9N3O2
117,127.0,MRL0000011,5.0,Glucose,5793.0,C6H12O6
129,139.0,MRL0000011,0.015,EDTA,6049.0,C10H16N2O8
130,140.0,MRL0000011,5e-05,Biotin,171548.0,C10H16N2O3S
131,141.0,MRL0000011,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
132,142.0,MRL0000011,0.001,Niacin,938.0,C6H5NO2
133,143.0,MRL0000011,0.025,Inositol,892.0,C6H12O6
134,144.0,MRL0000011,0.001,Pyridoxine,1054.0,C8H11NO3
135,145.0,MRL0000011,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
136,146.0,MRL0000011,0.001,Thiamine,1130.0,C12H17N4OS+
137,147.0,MRL0000011,16.512,phthalate,23676735.0,C8H5KO4
138,148.0,MRL0000012,5.0,Glucose,5793.0,C6H12O6
151,161.0,MRL0000012,0.015,EDTA,6049.0,C10H16N2O8
152,162.0,MRL0000012,5e-05,Biotin,171548.0,C10H16N2O3S
153,163.0,MRL0000012,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
154,164.0,MRL0000012,0.001,Niacin,938.0,C6H5NO2
155,165.0,MRL0000012,0.025,Inositol,892.0,C6H12O6
156,166.0,MRL0000012,0.001,Pyridoxine,1054.0,C8H11NO3
157,167.0,MRL0000012,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
158,168.0,MRL0000012,0.001,Thiamine,1130.0,C12H17N4OS+
159,169.0,MRL0000012,16.512,phthalate,23676735.0,C8H5KO4
160,170.0,MRL0000013,5.0,Glucose,5793.0,C6H12O6
173,183.0,MRL0000013,0.015,EDTA,6049.0,C10H16N2O8
174,184.0,MRL0000013,5e-05,Biotin,171548.0,C10H16N2O3S
175,185.0,MRL0000013,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
176,186.0,MRL0000013,0.001,Niacin,938.0,C6H5NO2
177,187.0,MRL0000013,0.025,Inositol,892.0,C6H12O6
178,188.0,MRL0000013,0.001,Pyridoxine,1054.0,C8H11NO3
179,189.0,MRL0000013,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
180,190.0,MRL0000013,0.001,Thiamine,1130.0,C12H17N4OS+
181,191.0,MRL0000013,16.512,phthalate,23676735.0,C8H5KO4
182,192.0,MRL0000014,5.0,Glucose,5793.0,C6H12O6
195,205.0,MRL0000014,0.015,EDTA,6049.0,C10H16N2O8
196,206.0,MRL0000014,5e-05,Biotin,171548.0,C10H16N2O3S
197,207.0,MRL0000014,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
198,208.0,MRL0000014,0.001,Niacin,938.0,C6H5NO2
199,209.0,MRL0000014,0.025,Inositol,892.0,C6H12O6
200,210.0,MRL0000014,0.001,Pyridoxine,1054.0,C8H11NO3
201,211.0,MRL0000014,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
202,212.0,MRL0000014,0.001,Thiamine,1130.0,C12H17N4OS+
203,213.0,MRL0000014,16.512,phthalate,23676735.0,C8H5KO4
204,214.0,MRL0000015,5.0,Glucose,5793.0,C6H12O6
217,227.0,MRL0000015,0.015,EDTA,6049.0,C10H16N2O8
218,228.0,MRL0000015,5e-05,Biotin,171548.0,C10H16N2O3S
219,229.0,MRL0000015,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
220,230.0,MRL0000015,0.001,Niacin,938.0,C6H5NO2
221,231.0,MRL0000015,0.025,Inositol,892.0,C6H12O6
222,232.0,MRL0000015,0.001,Pyridoxine,1054.0,C8H11NO3
223,233.0,MRL0000015,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
224,234.0,MRL0000015,0.001,Thiamine,1130.0,C12H17N4OS+
225,235.0,MRL0000015,16.512,phthalate,23676735.0,C8H5KO4
226,236.0,MRL0000016,5.0,Glucose,5793.0,C6H12O6
239,249.0,MRL0000016,0.015,EDTA,6049.0,C10H16N2O8
240,250.0,MRL0000016,5e-05,Biotin,171548.0,C10H16N2O3S
241,251.0,MRL0000016,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
242,252.0,MRL0000016,0.001,Niacin,938.0,C6H5NO2
243,253.0,MRL0000016,0.025,Inositol,892.0,C6H12O6
244,254.0,MRL0000016,0.001,Pyridoxine,1054.0,C8H11NO3
245,255.0,MRL0000016,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
246,256.0,MRL0000016,0.001,Thiamine,1130.0,C12H17N4OS+
247,257.0,MRL0000016,16.512,phthalate,23676735.0,C8H5KO4
248,258.0,MRL0000017,5.0,Glucose,5793.0,C6H12O6
261,271.0,MRL0000017,0.015,EDTA,6049.0,C10H16N2O8
262,272.0,MRL0000017,5e-05,Biotin,171548.0,C10H16N2O3S
263,273.0,MRL0000017,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
264,274.0,MRL0000017,0.001,Niacin,938.0,C6H5NO2
265,275.0,MRL0000017,0.025,Inositol,892.0,C6H12O6
266,276.0,MRL0000017,0.001,Pyridoxine,1054.0,C8H11NO3
267,277.0,MRL0000017,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
268,278.0,MRL0000017,0.001,Thiamine,1130.0,C12H17N4OS+
269,279.0,MRL0000017,16.512,phthalate,23676735.0,C8H5KO4
270,280.0,MRL0000018,5.0,Glucose,5793.0,C6H12O6
283,293.0,MRL0000018,0.015,EDTA,6049.0,C10H16N2O8
284,294.0,MRL0000018,5e-05,Biotin,171548.0,C10H16N2O3S
285,295.0,MRL0000018,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
286,296.0,MRL0000018,0.001,Niacin,938.0,C6H5NO2
287,297.0,MRL0000018,0.025,Inositol,892.0,C6H12O6
288,298.0,MRL0000018,0.001,Pyridoxine,1054.0,C8H11NO3
289,299.0,MRL0000018,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
290,300.0,MRL0000018,0.001,Thiamine,1130.0,C12H17N4OS+
291,301.0,MRL0000018,16.512,phthalate,23676735.0,C8H5KO4
292,302.0,MRL0000019,5.0,Glucose,5793.0,C6H12O6
305,315.0,MRL0000019,0.015,EDTA,6049.0,C10H16N2O8
306,316.0,MRL0000019,5e-05,Biotin,171548.0,C10H16N2O3S
307,317.0,MRL0000019,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
308,318.0,MRL0000019,0.001,Niacin,938.0,C6H5NO2
309,319.0,MRL0000019,0.025,Inositol,892.0,C6H12O6
310,320.0,MRL0000019,0.001,Pyridoxine,1054.0,C8H11NO3
311,321.0,MRL0000019,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
312,322.0,MRL0000019,0.001,Thiamine,1130.0,C12H17N4OS+
313,323.0,MRL0000019,16.512,phthalate,23676735.0,C8H5KO4
314,324.0,MRL0000020,5.0,Glucose,5793.0,C6H12O6
327,337.0,MRL0000020,0.015,EDTA,6049.0,C10H16N2O8
328,338.0,MRL0000020,5e-05,Biotin,171548.0,C10H16N2O3S
329,339.0,MRL0000020,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
330,340.0,MRL0000020,0.001,Niacin,938.0,C6H5NO2
331,341.0,MRL0000020,0.025,Inositol,892.0,C6H12O6
332,342.0,MRL0000020,0.001,Pyridoxine,1054.0,C8H11NO3
333,343.0,MRL0000020,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
334,344.0,MRL0000020,0.001,Thiamine,1130.0,C12H17N4OS+
335,345.0,MRL0000020,16.512,phthalate,23676735.0,C8H5KO4
336,346.0,MRL0000021,21.0,Glucose,5793.0,C6H12O6
342,353.0,MRL0000022,22.0,Glucose,5793.0,C6H12O6
348,360.0,MRL0000023,0.8,Glucose,5793.0,C6H12O6
354,367.0,MRL0000024,22.0,Glucose,5793.0,C6H12O6
360,373.0,MRL0000024,0.011,Leucine,6106.0,C6H13NO2
361,375.0,MRL0000025,22.0,Glucose,5793.0,C6H12O6
367,381.0,MRL0000025,0.0026,Uracil,1174.0,C4H4N2O2
368,383.0,MRL0000026,7.0,Glucose,5793.0,C6H12O6
369,384.0,MRL0000026,0.3,Ethanol,702.0,C2H6O
370,385.0,MRL0000027,20.0,Glucose,5793.0,C6H12O6
372,387.0,MRL0000027,2.0,Succinic acid,1110.0,C4H6O4
376,393.0,MRL0000028,20.0,Glucose,5793.0,C6H12O6
377,394.0,MRL0000028,4.0,Arginine,6322.0,C6H14N4O2
379,396.0,MRL0000028,2.0,Succinic acid,1110.0,C4H6O4
383,402.0,MRL0000029,20.0,Glucose,5793.0,C6H12O6
384,405.0,MRL0000030,20.0,Glucose,5793.0,C6H12O6
385,408.0,MRL0000031,20.0,Glucose,5793.0,C6H12O6
391,414.0,MRL0000031,0.1742,Arginine,6322.0,C6H14N4O2
392,415.0,MRL0000031,0.1712,Aspartate,5960.0,C4H7NO4
393,416.0,MRL0000031,0.1691,Glutamate,33032.0,C5H9NO4
394,417.0,MRL0000031,0.1552,Histidine,6274.0,C6H9N3O2
395,418.0,MRL0000031,0.1312,Leucine,6106.0,C6H13NO2
396,419.0,MRL0000031,0.1462,Lysine,5962.0,C6H14N2O2
397,420.0,MRL0000031,0.1492,Methionine,6137.0,C5H11NO2S
398,421.0,MRL0000031,0.1051,Serine,5951.0,C3H7NO3
399,422.0,MRL0000031,0.1191,Threonine,6288.0,C4H9NO3
400,423.0,MRL0000031,0.02042,Tryptophane,6305.0,C11H12N2O2
401,424.0,MRL0000031,0.1051,Valine,6287.0,C5H11NO2
402,425.0,MRL0000031,0.2101,Citrate,311.0,C6H8O7
403,426.0,MRL0000031,0.16,Fumarate,5460307.0,C4H2O4-2
404,427.0,MRL0000031,0.1341,Malate,525.0,C4H6O5
405,428.0,MRL0000031,0.0881,Pyruvate,107735.0,C3H3O3-
406,429.0,MRL0000031,0.2701,Succinic acid,1110.0,C4H6O4
407,430.0,MRL0000031,0.1111,Cytosine,597.0,C4H5N3O
408,431.0,MRL0000031,0.1121,Uracil,1174.0,C4H4N2O2
409,432.0,MRL0000031,0.01,Inositol,892.0,C6H12O6
412,435.0,MRL0000031,2e-05,Biotin,171548.0,C10H16N2O3S
413,436.0,MRL0000031,0.0018317733473242393,pantothenate,443753.0,C18H32CaN2O10
414,437.0,MRL0000031,0.002,Folic acid,6037.0,C19H19N7O6
415,438.0,MRL0000031,0.0004,Niacin,938.0,C6H5NO2
416,439.0,MRL0000031,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
417,440.0,MRL0000031,0.00046346236140828626,Pyridoxine,6019.0,C8H12ClNO3
418,441.0,MRL0000031,0.0002,Riboflavin,493570.0,C17H20N4O6
419,442.0,MRL0000031,0.00031592054550844947,Thiamine,6202.0,C12H18Cl2N4OS
426,449.0,MRL0000032,20.45,Glycerol,753.0,C3H8O3
432,455.0,MRL0000032,0.1742,Arginine,6322.0,C6H14N4O2
433,456.0,MRL0000032,0.1712,Aspartate,5960.0,C4H7NO4
434,457.0,MRL0000032,0.1691,Glutamate,33032.0,C5H9NO4
435,458.0,MRL0000032,0.1552,Histidine,6274.0,C6H9N3O2
436,459.0,MRL0000032,0.1312,Leucine,6106.0,C6H13NO2
437,460.0,MRL0000032,0.1462,Lysine,5962.0,C6H14N2O2
438,461.0,MRL0000032,0.1492,Methionine,6137.0,C5H11NO2S
439,462.0,MRL0000032,0.1051,Serine,5951.0,C3H7NO3
440,463.0,MRL0000032,0.1191,Threonine,6288.0,C4H9NO3
441,464.0,MRL0000032,0.02042,Tryptophane,6305.0,C11H12N2O2
442,465.0,MRL0000032,0.1051,Valine,6287.0,C5H11NO2
443,466.0,MRL0000032,0.2101,Citrate,311.0,C6H8O7
444,467.0,MRL0000032,0.16,Fumarate,5460307.0,C4H2O4-2
445,468.0,MRL0000032,0.1341,Malate,525.0,C4H6O5
446,469.0,MRL0000032,0.0881,Pyruvate,107735.0,C3H3O3-
447,470.0,MRL0000032,0.2701,Succinic acid,1110.0,C4H6O4
448,471.0,MRL0000032,0.1111,Cytosine,597.0,C4H5N3O
449,472.0,MRL0000032,0.1121,Uracil,1174.0,C4H4N2O2
450,473.0,MRL0000032,0.01,Inositol,892.0,C6H12O6
453,476.0,MRL0000032,2e-05,Biotin,171548.0,C10H16N2O3S
454,477.0,MRL0000032,0.0018317733473242393,pantothenate,443753.0,C18H32CaN2O10
455,478.0,MRL0000032,0.002,Folic acid,6037.0,C19H19N7O6
456,479.0,MRL0000032,0.0004,Niacin,938.0,C6H5NO2
457,480.0,MRL0000032,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
458,481.0,MRL0000032,0.00046346236140828626,Pyridoxine,6019.0,C8H12ClNO3
459,482.0,MRL0000032,0.0002,Riboflavin,493570.0,C17H20N4O6
460,483.0,MRL0000032,0.00031592054550844947,Thiamine,6202.0,C12H18Cl2N4OS
467,490.0,MRL0000033,15.34,Ethanol,702.0,C2H6O
473,496.0,MRL0000033,0.1742,Arginine,6322.0,C6H14N4O2
474,497.0,MRL0000033,0.1712,Aspartate,5960.0,C4H7NO4
475,498.0,MRL0000033,0.1691,Glutamate,33032.0,C5H9NO4
476,499.0,MRL0000033,0.1552,Histidine,6274.0,C6H9N3O2
477,500.0,MRL0000033,0.1312,Leucine,6106.0,C6H13NO2
478,501.0,MRL0000033,0.1462,Lysine,5962.0,C6H14N2O2
479,502.0,MRL0000033,0.1492,Methionine,6137.0,C5H11NO2S
480,503.0,MRL0000033,0.1051,Serine,5951.0,C3H7NO3
481,504.0,MRL0000033,0.1191,Threonine,6288.0,C4H9NO3
482,505.0,MRL0000033,0.02042,Tryptophane,6305.0,C11H12N2O2
483,506.0,MRL0000033,0.1051,Valine,6287.0,C5H11NO2
484,507.0,MRL0000033,0.2101,Citrate,311.0,C6H8O7
485,508.0,MRL0000033,0.16,Fumarate,5460307.0,C4H2O4-2
486,509.0,MRL0000033,0.1341,Malate,525.0,C4H6O5
487,510.0,MRL0000033,0.0881,Pyruvate,107735.0,C3H3O3-
488,511.0,MRL0000033,0.2701,Succinic acid,1110.0,C4H6O4
489,512.0,MRL0000033,0.1111,Cytosine,597.0,C4H5N3O
490,513.0,MRL0000033,0.1121,Uracil,1174.0,C4H4N2O2
491,514.0,MRL0000033,0.01,Inositol,892.0,C6H12O6
494,517.0,MRL0000033,2e-05,Biotin,171548.0,C10H16N2O3S
495,518.0,MRL0000033,0.0018317733473242393,pantothenate,443753.0,C18H32CaN2O10
496,519.0,MRL0000033,0.002,Folic acid,6037.0,C19H19N7O6
497,520.0,MRL0000033,0.0004,Niacin,938.0,C6H5NO2
498,521.0,MRL0000033,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
499,522.0,MRL0000033,0.00046346236140828626,Pyridoxine,6019.0,C8H12ClNO3
500,523.0,MRL0000033,0.0002,Riboflavin,493570.0,C17H20N4O6
501,524.0,MRL0000033,0.00031592054550844947,Thiamine,6202.0,C12H18Cl2N4OS
508,531.0,MRL0000034,20.0,Glucose,5793.0,C6H12O6
521,544.0,MRL0000034,0.015,EDTA,6049.0,C10H16N2O8
522,545.0,MRL0000034,5e-05,Biotin,171548.0,C10H16N2O3S
523,546.0,MRL0000034,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
524,547.0,MRL0000034,0.001,Niacin,938.0,C6H5NO2
525,548.0,MRL0000034,0.025,Inositol,892.0,C6H12O6
526,549.0,MRL0000034,0.001,Pyridoxine,1054.0,C8H11NO3
527,550.0,MRL0000034,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
528,551.0,MRL0000034,0.001,Thiamine,1130.0,C12H17N4OS+
529,552.0,MRL0000034,16.512,phthalate,23676735.0,C8H5KO4
530,553.0,MRL0000035,20.0,Glucose,5793.0,C6H12O6
532,557.0,MRL0000035,0.00035454999999999997,cloride,24288.0,Cl2Co
538,563.0,MRL0000036,,Glucose,5793.0,C6H12O6
539,566.0,MRL0000037,10.0,Glucose,5793.0,C6H12O6
543,570.0,MRL0000037,0.015,EDTA,6049.0,C10H16N2O8
553,581.0,MRL0000037,5e-05,Biotin,171548.0,C10H16N2O3S
554,582.0,MRL0000037,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
555,583.0,MRL0000037,0.001,Niacin,938.0,C6H5NO2
556,584.0,MRL0000037,0.025,Inositol,892.0,C6H12O6
557,585.0,MRL0000037,0.0007898013637711236,Thiamine,6202.0,C12H18Cl2N4OS
558,586.0,MRL0000037,0.0008276113596576542,Pyridoxine,6019.0,C8H12ClNO3
559,587.0,MRL0000037,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
560,588.0,MRL0000038,5.0,Ethanol,702.0,C2H6O
564,592.0,MRL0000038,0.015,EDTA,6049.0,C10H16N2O8
574,603.0,MRL0000038,5e-05,Biotin,171548.0,C10H16N2O3S
575,604.0,MRL0000038,0.0009158866736621197,pantothenate,443753.0,C18H32CaN2O10
576,605.0,MRL0000038,0.001,Niacin,938.0,C6H5NO2
577,606.0,MRL0000038,0.025,Inositol,892.0,C6H12O6
578,607.0,MRL0000038,0.0007898013637711236,Thiamine,6202.0,C12H18Cl2N4OS
579,608.0,MRL0000038,0.0008276113596576542,Pyridoxine,6019.0,C8H12ClNO3
580,609.0,MRL0000038,0.0002,p-Aminobenzoic acid,978.0,C7H7NO2
581,610.0,MRL0000039,,Glucose,5793.0,C6H12O6
582,613.0,MRL0000040,2.0,Glucose,5793.0,C6H12O6
583,614.0,MRL0000040,10.0,Succinic acid,1110.0,C4H6O4
585,617.0,MRL0000040,0.04,Tyrosine,6057.0,C9H11NO3
586,618.0,MRL0000040,0.04,Lysine,5962.0,C6H14N2O2
587,619.0,MRL0000040,0.04,Histidine,6274.0,C6H9N3O2
588,620.0,MRL0000040,0.01,Adenine,190.0,C5H5N5
589,621.0,MRL0000040,0.01,Uracil,1174.0,C4H4N2O2
590,623.0,MRL0000041,20.0,Glucose,5793.0,C6H12O6
591,627.0,MRL0000041,0.01,Adenine,190.0,C5H5N5
592,628.0,MRL0000041,0.01,Uracil,1174.0,C4H4N2O2
593,629.0,MRL0000041,10.0,Succinic acid,1110.0,C4H6O4
595,634.0,MRL0000042,0.01,Adenine,190.0,C5H5N5
596,635.0,MRL0000042,0.01,Uracil,1174.0,C4H4N2O2
597,636.0,MRL0000042,10.0,Succinic acid,1110.0,C4H6O4
599,638.0,MRL0000042,30.0,Acetate,175.0,C2H3O2-
600,642.0,MRL0000043,0.01,Adenine,190.0,C5H5N5
601,643.0,MRL0000043,0.01,Uracil,1174.0,C4H4N2O2
602,644.0,MRL0000043,10.0,Succinic acid,1110.0,C4H6O4
604,646.0,MRL0000043,20.0,Glycerol,753.0,C3H8O3
605,647.0,MRL0000044,20.0,Glucose,5793.0,C6H12O6
606,649.0,MRL0000044,10.0,Succinic acid,1110.0,C4H6O4
608,652.0,MRL0000045,10.0,Succinic acid,1110.0,C4H6O4
610,654.0,MRL0000045,30.0,Acetate,175.0,C2H3O2-
611,655.0,MRL0000046,20.0,Glucose,5793.0,C6H12O6
613,658.0,MRL0000046,10.0,Succinic acid,1110.0,C4H6O4
615,660.0,MRL0000047,20.0,Glucose,5793.0,C6H12O6
617,663.0,MRL0000047,10.0,Succinic acid,1110.0,C4H6O4
619,665.0,MRL0000047,100.0,Proline,145742.0,C5H9NO2
620,666.0,MRL0000048,20.0,Glucose,5793.0,C6H12O6
622,669.0,MRL0000048,10.0,Succinic acid,1110.0,C4H6O4
